Id,SalePrice
1461,126649.7113171119
1462,155536.51561307994
1463,183411.72996390253
1464,186362.29186310305
1465,190965.2231891499
1466,180202.5892717302
1467,170352.07517948092
1468,172140.50698183576
1469,174560.3769952265
1470,123457.80040687739
1471,203299.49652917852
1472,92262.83291519523
1473,99686.66682774805
1474,155295.3346843082
1475,118376.94664954324
1476,363826.517716759
1477,252451.37162601252
1478,286856.89866750286
1479,290606.04346402147
1480,472366.1551711943
1481,315415.4319839417
1482,197220.83029311564
1483,178590.68743302548
1484,171626.3705050954
1485,177541.57684913234
1486,197124.2013531532
1487,316684.7638284013
1488,230158.18332640734
1489,204826.43345191976
1490,224554.58606175156
1491,195093.19878864894
1492,91057.50978434968
1493,171930.69900705002
1494,290544.0354617528
1495,296376.69548732723
1496,242480.06883879882
1497,182283.84092235478
1498,160559.55637935465
1499,159271.59208024002
1500,159803.1391327786
1501,173689.11968123206
1502,156344.08919139334
1503,266330.58572627825
1504,225293.74703325544
1505,220732.55054424098
1506,181460.88059399123
1507,256798.3996341316
1508,202067.12348497825
1509,154647.44193035335
1510,147794.79944153075
1511,152406.31720824
1512,172746.70797865183
1513,138034.21430241267
1514,152591.4112705307
1515,199641.0003834646
1516,148159.16245058677
1517,154612.47220075576
1518,132919.11797883108
1519,229001.6555137252
1520,136911.13182300725
1521,138670.66824882443
1522,168382.64254827626
1523,109978.9645840455
1524,125830.53520769396
1525,124285.94974205637
1526,129675.74393905731
1527,106831.27106240245
1528,129189.28967440625
1529,147396.16688720926
1530,165958.51677130416
1531,118377.92044315435
1532,95605.52224080605
1533,150002.2146241956
1534,118784.23206140319
1535,157858.7744500929
1536,115433.14731567734
1537,79395.46665388138
1538,146567.7013203724
1539,191029.4417072766
1540,104872.58550645967
1541,140344.65668033794
1542,131469.3212230742
1543,185204.21782286259
1544,82722.0585327086
1545,108435.27075843062
1546,127729.19116598739
1547,135732.7243612191
1548,128130.09321791065
1549,112898.71974620825
1550,131403.04071161954
1551,118286.32648376685
1552,131223.88734346002
1553,138897.28947392214
1554,113056.39306714009
1555,175678.8598577081
1556,82590.9225243169
1557,117288.6184325436
1558,93747.53503206022
1559,90422.75284717805
1560,133943.4414331376
1561,141988.08476358248
1562,129828.37705766714
1563,123146.52880839749
1564,166874.87112544815
1565,149593.82433044087
1566,238175.38128278538
1567,82404.13388507665
1568,224774.30295077647
1569,149963.5600070923
1570,138953.73345324825
1571,125420.41960289198
1572,146357.38691884087
1573,238059.7501524458
1574,114393.13124145387
1575,222078.85935573158
1576,242438.8030989627
1577,191732.74907611712
1578,146661.9071920677
1579,144207.902798069
1580,190215.9123842435
1581,144336.55618346515
1582,128096.67708250706
1583,325515.87140525307
1584,228159.08734530568
1585,143437.03021378632
1586,76534.99868818652
1587,101399.80476049705
1588,147598.13145582794
1589,97235.34090913017
1590,131377.90701078024
1591,100720.82357957095
1592,131724.73677138457
1593,120635.56405891581
1594,128071.74413333522
1595,116194.46966907919
1596,234887.0704745279
1597,181554.1883488831
1598,192940.4339429779
1599,156708.17519821742
1600,169553.54255580748
1601,66914.82379852745
1602,114552.46185516563
1603,70926.59106420596
1604,276332.5591988072
1605,242730.24469804674
1606,166309.49429833548
1607,170388.63854100514
1608,212854.34110611555
1609,185878.0353373993
1610,155225.9849130887
1611,143652.0818725071
1612,191746.24788415528
1613,178390.4227225681
1614,116135.29301060305
1615,84280.96611290389
1616,75928.29584664776
1617,93255.1243299609
1618,124187.58156076146
1619,136049.54389406787
1620,180267.89965103712
1621,142167.77235271817
1622,141837.9060001539
1623,276709.77401183336
1624,222120.92773991745
1625,125401.9474939339
1626,163117.8260816966
1627,188173.41682399574
1628,276632.05864049995
1629,176811.06276070012
1630,352448.58801159955
1631,204176.2457812394
1632,230357.25446697007
1633,166012.27638967172
1634,185803.24049599448
1635,180038.76947824794
1636,163099.15942915226
1637,200014.84572395796
1638,199937.81852804415
1639,187243.35026126026
1640,248267.73765842465
1641,168223.76747473644
1642,222118.85762855047
1643,219135.13571636772
1644,219177.05577673562
1645,201517.5986528079
1646,155086.86245298412
1647,156232.2106926622
1648,137518.416360615
1649,139058.05890369462
1650,121088.48955227809
1651,125867.87387528032
1652,94211.06434999598
1653,95760.98327993894
1654,153462.0029631256
1655,138190.38594823302
1656,150658.9367072147
1657,151410.39803592098
1658,158054.46810443664
1659,127757.84676139812
1660,148042.27295464897
1661,457166.0399717862
1662,365097.5960091693
1663,400836.1394573871
1664,449959.79127380386
1665,301179.999972535
1666,328021.04229133134
1667,366483.806224157
1668,343133.3785422296
1669,297209.1957849235
1670,345031.33508686785
1671,277667.0227702212
1672,480352.75497994554
1673,304977.2805292092
1674,242011.4056862749
1675,193344.9912161248
1676,200926.8438392201
1677,206212.16806832218
1678,475035.49426219397
1679,400424.6733400783
1680,318598.97451869067
1681,248557.83125026227
1682,301264.3322289175
1683,187692.35640762246
1684,175216.0362188762
1685,180177.02922333483
1686,174161.19331335992
1687,164139.79301999905
1688,193942.2947359607
1689,190662.0490597817
1690,191319.20697393757
1691,177037.00643406165
1692,255474.36173298376
1693,166907.2314630298
1694,185144.02853829289
1695,159428.62691307787
1696,288823.1786707429
1697,162293.31534477728
1698,357984.17299727997
1699,317971.3951784157
1700,251800.9682705498
1701,260258.86614518997
1702,247787.29008621976
1703,244771.4427570284
1704,290360.4471665265
1705,222701.41264220604
1706,398813.4555567373
1707,212550.94886322579
1708,204279.52676233146
1709,262840.20369136595
1710,213416.41345583
1711,251451.7424273174
1712,255175.7143622526
1713,293366.1178173633
1714,221086.9905450895
1715,201278.59773863998
1716,182048.09066969037
1717,164487.28338561114
1718,134362.9365231399
1719,202311.56565060394
1720,236775.52441133172
1721,159004.30151897555
1722,122796.60569973898
1723,164112.0570905369
1724,214150.47070930924
1725,238239.669602963
1726,197140.0656118277
1727,175314.97941139224
1728,180099.87883324403
1729,164407.18398503726
1730,161998.76643793657
1731,127505.82923374524
1732,132352.87695764037
1733,119254.08983236054
1734,121848.95176054326
1735,128632.97487850033
1736,120129.76231114705
1737,306648.097584
1738,227119.88816660934
1739,274209.1078296417
1740,237185.05177329428
1741,196389.39101199934
1742,170927.38295313658
1743,169142.9605350473
1744,292623.2528946231
1745,209182.5297476445
1746,196282.53743890356
1747,211020.4782874465
1748,222094.99125174916
1749,159527.04022592944
1750,138197.9788295131
1751,223897.1055407947
1752,121152.92310685212
1753,142751.92577247674
1754,188742.33713003853
