Id,SalePrice
1461,127281.75952395768
1462,156233.53837051158
1463,184818.00554017222
1464,186539.3222060827
1465,187600.7586302332
1466,179816.25701388734
1467,179757.01305783424
1468,169518.4431285509
1469,176407.50129840258
1470,126032.21120708965
1471,202466.5621674138
1472,94357.86990565772
1473,98821.16484317588
1474,150033.14567109922
1475,113260.72272950229
1476,379889.5678949362
1477,238465.1929811226
1478,283368.27533295495
1479,275115.1985338156
1480,503205.71536509803
1481,322925.44059996656
1482,199076.91441981215
1483,181103.08573053163
1484,171740.67642205607
1485,174607.2286937187
1486,194363.799074909
1487,341664.3569602914
1488,223491.0560239263
1489,200223.74908975296
1490,215090.7289719902
1491,194079.53914813162
1492,95586.69864596036
1493,164206.87364415886
1494,308451.90639092727
1495,298513.6122212723
1496,233932.60772550915
1497,184759.30058776756
1498,159655.48907050435
1499,159760.62446805878
1500,154495.2702941541
1501,172328.50092429956
1502,149683.52368096967
1503,268908.3741162545
1504,230895.0566993754
1505,216954.7185539295
1506,191453.18862493403
1507,256048.87183281468
1508,197437.39184327004
1509,157742.2690975077
1510,147882.96721755652
1511,151127.75116237704
1512,175003.24861099813
1513,134855.7459029915
1514,150854.63718061117
1515,207186.76338544392
1516,145407.55031191107
1517,155850.50508178116
1518,131773.63920407646
1519,230136.16881989536
1520,134022.94002489312
1521,139206.51255530526
1522,167872.4729054906
1523,114450.69027896551
1524,120407.49093790281
1525,125814.05459031074
1526,122632.52027692801
1527,109684.43925303833
1528,131418.8125204214
1529,146086.03419238928
1530,162127.82350426397
1531,114101.00605750922
1532,97419.86210371187
1533,145061.3381598951
1534,116215.94363959765
1535,147168.36419418614
1536,112755.18785166748
1537,71603.2175958292
1538,136168.52015116773
1539,199367.86147702878
1540,98674.7057091454
1541,140614.46768109646
1542,139872.1549200851
1543,192853.2035666338
1544,82803.43477826285
1545,99799.09547799645
1546,129342.59489168086
1547,131514.41028913896
1548,131852.3507843212
1549,114655.92498481309
1550,131879.4012925167
1551,118286.76128607718
1552,141143.46316670568
1553,145627.1160573322
1554,119304.58507170083
1555,169836.73694834462
1556,90010.19155588734
1557,109462.76905471408
1558,100739.22148790747
1559,93325.72777904873
1560,135465.83915858465
1561,139765.10634623782
1562,130851.28762186227
1563,123039.74733902402
1564,160646.9922076381
1565,154263.58022682066
1566,240987.74524934872
1567,81846.60553288828
1568,226262.02999340286
1569,141386.48735968393
1570,138815.45978584496
1571,121361.80970669356
1572,150795.36218712147
1573,239796.12531212938
1574,124942.1008491564
1575,226194.1240721833
1576,238842.0714152945
1577,192977.20039757073
1578,149204.7527554167
1579,140076.5860177463
1580,191007.52686858826
1581,142849.34551124906
1582,127046.38665485183
1583,323822.47555992287
1584,233441.97337942573
1585,143598.80139989132
1586,82967.24414583704
1587,96845.96611574333
1588,146233.06882638962
1589,109189.96034675241
1590,134706.00065000958
1591,99219.6860502723
1592,133356.69089828164
1593,116670.77861067951
1594,116684.88628568617
1595,113176.43067314418
1596,234614.2313384314
1597,178431.14667363398
1598,192591.9283635875
1599,164747.21761971028
1600,172443.94198344264
1601,66655.89270481671
1602,112849.65527244218
1603,79423.36928244871
1604,282024.6332549294
1605,239504.03270537083
1606,168081.06047111383
1607,165072.07535333748
1608,215390.61268473679
1609,190222.87369876658
1610,157587.8208225764
1611,149135.6948672413
1612,183352.32067771512
1613,175398.11261292876
1614,119778.76313959155
1615,84355.45963522383
1616,74004.01155183806
1617,87404.20440914735
1618,124810.31382356813
1619,143483.80946901135
1620,167521.30760102195
1621,143018.13637338884
1622,144988.90180531808
1623,274895.09885777085
1624,221553.95658128464
1625,125590.25558174486
1626,168981.8587824016
1627,185255.33704552636
1628,262286.8084849792
1629,168425.17385837235
1630,333444.5545965109
1631,196615.47834214798
1632,223503.9918572299
1633,168647.29357781075
1634,186190.64633027834
1635,180478.91275039964
1636,161151.15632136492
1637,187187.03818943695
1638,198274.04875924764
1639,179163.87669936218
1640,253388.05831377473
1641,173894.77366586696
1642,228972.8346392931
1643,218931.563599341
1644,229957.17014243573
1645,199055.74596175802
1646,157171.73309966995
1647,157280.80864084925
1648,135319.15620925478
1649,139905.93338518965
1650,116548.40972988389
1651,122146.88739565598
1652,98148.67874699601
1653,96354.3739700908
