Id,SalePrice
1461,125960.83117881107
1462,157741.71616325178
1463,186601.3494618561
1464,189197.57696247371
1465,189926.18327383188
1466,176554.835351586
1467,174403.97816580927
1468,171648.8477749845
1469,179811.85069098824
1470,126931.86481326142
1471,192577.18545795055
1472,93792.20168580863
1473,98972.53077918554
1474,151863.3722246085
1475,108037.10024717946
1476,381516.98368234147
1477,255142.39126173794
1478,290840.2949122622
1479,287010.4925085865
1480,498369.3026630091
1481,316439.2032364871
1482,206323.96727959247
1483,180408.3819624249
1484,163029.5314981624
1485,173208.8437873437
1486,194891.6882181652
1487,308316.8689037049
1488,235439.67609989922
1489,213381.77194045755
1490,230476.5486992261
1491,194154.47870917455
1492,97533.2966950593
1493,169666.7428703317
1494,312602.1270198229
1495,282820.69603192055
1496,232285.31902557227
1497,180622.40276432256
1498,168497.63969053928
1499,158223.20907589007
1500,161603.6145437692
1501,175744.2903867754
1502,154532.86183027786
1503,292937.9487070976
1504,234357.97277083856
1505,225488.0124165231
1506,180622.40276432256
1507,254404.204932587
1508,197967.5589025838
1509,163670.6656930368
1510,151970.72403600402
1511,156595.8976501379
1512,172705.85586683505
1513,144128.02490852663
1514,165144.67980646563
1515,195221.73061795757
1516,151863.3722246085
1517,157623.05118386043
1518,131022.20735841962
1519,222910.46808913868
1520,138805.31855303256
1521,140553.24343698897
1522,169319.10162839096
1523,120290.55842561157
1524,123264.76846248412
1525,123346.44076903236
1526,123003.58169249071
1527,107968.3259640032
1528,129557.5123832004
1529,149459.73583303692
1530,174490.01028338677
1531,116795.24755751458
1532,99806.73239130228
1533,144031.44136393408
1534,123513.30655944947
1535,149239.64758032392
1536,111457.2202815687
1537,71242.518878091
1538,143201.80968670463
1539,188351.4595593865
1540,91468.79046729281
1541,139170.01459132432
1542,127659.70073824008
1543,191283.01579947048
1544,87332.63989889075
1545,96472.803226852
1546,125942.2733170598
1547,136003.588133841
1548,128374.8546078642
1549,114130.89420364086
1550,137238.7292169774
1551,114631.76194064318
1552,135993.91429164086
1553,147710.93461717243
1554,120509.7761375717
1555,171917.3375392634
1556,76754.56494406943
1557,107138.99951002686
1558,93191.8269869962
1559,76149.4993268758
