Id,SalePrice
1461,123452.14380459966
1462,172270.1498725825
1463,178981.0736245341
1464,197906.39882982828
1465,201624.79845618576
1466,170937.75247145284
1467,180642.24198990437
1468,162150.15252533092
1469,187740.43875664053
1470,119784.60333718064
1471,183560.9642498234
1472,99371.30363502797
1473,95487.4189454003
1474,145895.61243407003
1475,114788.09241099513
1476,361909.0823890473
1477,257837.49654406405
1478,289605.49920119386
1479,283570.56693121226
1480,527182.3529239647
1481,328416.16594350146
1482,204869.4534519433
1483,175020.0234807357
1484,164784.69618675977
1485,182422.87900149464
1486,190873.31912216122
1487,336648.41141778714
1488,229474.82823822027
1489,195621.91605357925
1490,241893.80073229148
1491,195196.69911437618
1492,93619.56531010056
1493,159276.23345744706
1494,294402.00120826677
1495,285913.94464041
1496,232507.2203163385
1497,182252.38250072155
1498,193231.05967082197
1499,160806.56834459817
1500,155060.74627053586
1501,181526.72797712227
1502,153039.3444296385
1503,287428.20165791427
1504,243257.39402632564
1505,228815.83721418766
1506,185828.53263179437
1507,262007.44338669162
1508,198631.8869287233
1509,156354.4796713734
1510,144248.4028554341
1511,173438.1349595477
1512,176339.8530582156
1513,139963.70614891115
1514,167780.44843672833
1515,196387.1187482587
1516,149036.3445028593
1517,162207.49783627765
1518,131070.00869299246
1519,214696.80213960222
1520,128288.92276784645
1521,133002.0266327584
1522,177699.86833142096
1523,113090.88542749436
1524,121890.84355882551
1525,122143.10398936583
1526,111396.57906243892
1527,109500.45946799169
1528,137458.723234989
1529,157618.6419612467
1530,188363.96444314555
1531,111156.14916733018
1532,95247.8544456211
1533,148928.06747206047
1534,131570.7889945795
1535,140317.55755351714
1536,105653.40444762807
1537,62469.559005205476
1538,139533.79767507198
1539,196957.0671274435
1540,81836.4529071094
1541,131481.48353707744
1542,151063.60432655743
1543,184311.54783958555
1544,90490.27680220365
1545,116307.70320215588
1546,140210.0296556149
1547,136630.167171635
1548,139128.02020587213
1549,126017.34557283882
1550,133166.5758097975
1551,108478.38452086203
1552,135657.18641152247
1553,133912.96228442513
1554,117099.31867559491
1555,163618.6425063414
1556,93134.18507655662
1557,109805.35841825724
1558,105696.00065108853
1559,54399.21677301738
1560,134237.29559913196
1561,119504.47558745979
1562,136136.44789914036
1563,121332.9610557586
1564,164184.4008156686
1565,142948.36192094706
1566,230175.28524987862
1567,81547.0315107052
1568,246972.3745844431
1569,132555.19655154968
1570,133247.11961233066
1571,118000.69738146014
1572,141683.7827190257
1573,214935.2096703417
1574,117188.67310450264
1575,216531.21571324687
1576,236896.16736998656
1577,177959.28645506594
1578,139862.14252563694
1579,141678.6865032959
1580,192043.6495654674
1581,153773.00442170646
1582,126910.66540383273
1583,312333.06505450956
1584,224809.7580548096
1585,141719.46342587483
1586,79318.98234773666
1587,113373.84871648246
1588,147606.646197072
1589,100136.48806289438
1590,133065.41496130946
1591,92986.47863238011
1592,115256.84405575185
1593,127119.0870519057
1594,125073.54883227582
1595,104377.72199975485
1596,228182.47524616224
1597,198222.64681870225
1598,217785.7542846081
1599,159981.98635402828
1600,153737.51631161044
1601,74672.75743380345
1602,122427.50570612961
1603,60921.81884775609
1604,263090.84210143844
1605,236590.05240273243
1606,166086.4039383347
1607,184501.4155423451
1608,209965.68737601597
1609,184008.08433068654
1610,151973.15537544002
1611,130822.9453299861
1612,171818.95862564645
1613,165810.5833370948
